idno,netustm,ppltrst,vote,prtvtddk,lvpntyr,tygrtr,gndr,yrbrn,edlvddk,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
95359,180,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party","Still in parental home, never left 2 months",60,Male,1998,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",12,37,40,Refusal,Not applicable,32
95520,420,7,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",45,Male,1999,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,10,10,15000,Not applicable,46
95587,70,7,Yes,Socialdemokratiet - The Social democrats,1982,60,Female,1966,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",3,12,12,Not applicable,Not applicable,60
95591,60,5,Yes,Refusal,1956,50,Female,1939,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",12,28,30,Not applicable,Not applicable,76
95598,30,8,Yes,Socialdemokratiet - The Social democrats,1974,35,Male,1953,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,Not applicable,Not applicable,58
95609,90,9,Not eligible to vote,Not applicable,1976,Never too young,Female,1952,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,Not applicable,Not applicable,50
95635,270,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2014,50,Male,1999,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",12,42,42,10500,Not applicable,44
95696,240,3,Yes,Det Radikale Venstre - The Radical Liberal Party,1986,50,Male,1965,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",12,37,45,Not applicable,Not applicable,98
95758,240,Most people can be trusted,Yes,Socialdemokratiet - The Social democrats,1979,60,Male,1959,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,Not applicable,60,1300000,Not applicable,63
95814,90,4,No answer,No answer,1968,60,Male,1950,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15,55,55,Not applicable,Not applicable,87
95863,Not applicable,8,Yes,Dansk Folkeparti - Danish People's Party,2011,60,Male,1960,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,25000,30000,53
95885,240,8,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",Never too young,Male,2001,Folkeskole 9.-10. klasse,10,Not applicable,Not applicable,Not applicable,Not applicable,52
95953,630,2,Yes,Socialdemokratiet - The Social democrats,2012,30,Male,1995,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,37,38,11900,13500,45
96258,60,7,Yes,Dansk Folkeparti - Danish People's Party,2008,55,Female,1992,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",16,37,45,30000,35000,41
96374,600,6,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",60,Male,1999,Folkeskole 9.-10. klasse,11,0,2,12000,Not applicable,52
96392,360,Most people can be trusted,Yes,Det Konservative Folkeparti - Conservative People's Party,2008,40,Male,1990,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",18,8,8,Not applicable,Not applicable,45
96395,480,8,Yes,Socialdemokratiet - The Social democrats,2008,50,Male,1991,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,Not applicable,20,Not applicable,Not applicable,77
96409,60,7,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1968,60,Female,1951,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",23,Refusal,Don't know,Not applicable,Not applicable,58
96513,120,8,Yes,Socialdemokratiet - The Social democrats,"Still in parental home, never left 2 months",25,Male,1996,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",5,37,37,24000,Not applicable,53
96541,120,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1991,65,Female,1970,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,33,33,24000,Not applicable,75
96571,60,5,Yes,Socialdemokratiet - The Social democrats,1965,55,Female,1945,Folkeskole 6.-8. klasse,0,37,37,Not applicable,Not applicable,83
96701,360,8,Yes,Socialdemokratiet - The Social democrats,1988,60,Female,1969,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",24,30,30,27000,Not applicable,56
96730,360,8,Yes,Det Radikale Venstre - The Radical Liberal Party,2016,58,Male,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",12,37,37,No answer,No answer,49
96743,240,Don't know,No,Not applicable,1977,Refusal,Male,1957,"Forskeruddannelse. Ph.d., doktor",20,37,37,Not applicable,Not applicable,114
96816,45,8,Yes,Socialdemokratiet - The Social democrats,1972,60,Female,1951,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13,37,37,Not applicable,Not applicable,80
96937,90,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1986,Never too young,Female,1966,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3,23,23,400000,Not applicable,92
96941,130,5,Yes,Dansk Folkeparti - Danish People's Party,2008,55,Male,1984,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",3,37,40,36000,Not applicable,38
96961,300,8,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2009,Never too young,Male,1988,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",16,20,20,30000,35000,76
96993,390,7,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1998,Refusal,Female,1981,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,37,30000,35000,53
96998,630,5,Yes,Det Radikale Venstre - The Radical Liberal Party,"Still in parental home, never left 2 months",Don't know,Male,1985,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",17,37,37,40000,Not applicable,31
97167,Not applicable,7,Yes,Dansk Folkeparti - Danish People's Party,2006,65,Female,1988,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",16,28,28,22000,24000,70
97225,45,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1982,60,Male,1967,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",35,37,60,35000,Not applicable,40
97267,120,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1979,60,Female,1961,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3,15,15,14500,Not applicable,57
97293,210,8,Yes,Socialdemokratiet - The Social democrats,1997,No answer,Male,1977,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,37,40000,50000,65
97305,120,8,Yes,Socialdemokratiet - The Social democrats,1980,65,Female,1963,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,28,28,22000,Not applicable,35
97316,120,7,Yes,Liberal Alliance - Liberal Alliance,2017,50,Female,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14,37,41,Not applicable,Not applicable,69
97320,60,8,Yes,Socialdemokratiet - The Social democrats,1965,65,Male,1946,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",15,37,65,Not applicable,Not applicable,45
97389,240,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1973,60,Male,1955,Folkeskole 9.-10. klasse,10,37,37,Not applicable,Not applicable,53
97393,120,8,Yes,Socialdemokratiet - The Social democrats,1988,55,Female,1969,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,23000,Not applicable,49
97398,180,6,Yes,Dansk Folkeparti - Danish People's Party,1987,Refusal,Female,1970,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,43,27500,32000,54
97618,120,5,Not eligible to vote,Not applicable,1999,65,Male,1977,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,37,37,30000,35000,36
97663,600,4,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1991,60,Male,1973,Universitetsbachelor. 1. del af kandidatuddannelse,18,37,55,81000,Not applicable,66
97713,20,7,Yes,Det Radikale Venstre - The Radical Liberal Party,1985,62,Female,1966,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15,37,38,50000,Not applicable,71
97736,60,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1978,Never too young,Female,1960,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,24,24,26300,Not applicable,40
97744,Not applicable,7,Yes,No answer,1962,65,Female,1944,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,33,Don't know,Not applicable,Not applicable,78
97803,150,Most people can be trusted,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1994,Don't know,Female,1976,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",11,37,37,26000,Not applicable,68
97834,Not applicable,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1972,40,Female,1950,Folkeskole 6.-8. klasse,8,30,30,Not applicable,Not applicable,35
97851,122,8,Yes,Det Konservative Folkeparti - Conservative People's Party,1967,No answer,Male,1948,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,0,0,0,Not applicable,71
98030,240,9,No,Not applicable,1969,Refusal,Male,1945,Universitetsbachelor. 1. del af kandidatuddannelse,16,40,40,500000,Not applicable,114
98187,120,7,Not eligible to vote,Not applicable,2014,60,Male,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,40,40,22000,Not applicable,54
98275,240,8,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1979,No answer,Male,1958,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,44,50000,Not applicable,58
